id_nasabah,nama_nasabah,income,dsr,ltv,dpd,durasi_pinjaman,status_pekerjaan,usia,kode_pos,default
CIF-015614,"Dewi Firmansyah",6646706,0.47,0.46,3,39,Buruh,61,Jakarta,0
CIF-015615,"Eko Wijaya",1745541,0.15,0.13,9,15,Lainnya,55,Medan,0
CIF-015616,"Rini Siregar",16418648,0.56,0.27,6,33,Buruh,45,Lainnya,0
CIF-015617,"Bambang Gunawan",500000,0.35,0.4,4,45,Buruh,60,Jakarta,0
CIF-015618,"Sri Kusuma",10586666,0.38,0.54,5,52,Wiraswasta,44,Medan,0
CIF-015619,"Joko Wibowo",7231287,0.16,0.23,5,57,Buruh,46,Jakarta,0
CIF-015620,"Nur Hartono",12589715,0.56,0.44,15,45,Wiraswasta,42,Bandung,0
CIF-015621,"Hendra Pratama",7754881,0.55,0.05,5,19,Wiraswasta,45,Bandung,0
CIF-015622,"Tri Nugroho",7595166,0.1,0.26,7,27,Buruh,58,Bandung,0
CIF-015623,"Ahmad Permana",9864081,0.57,0.56,9,35,Wiraswasta,40,Medan,1
CIF-015624,"Ratna Hidayat",7669731,0.09,0.26,11,16,Wiraswasta,51,Lainnya,0
CIF-015625,"Wawan Purnomo",11028214,0.16,0.07,6,31,Buruh,63,Bandung,0
CIF-015626,"Yuni Susanto",6952268,0.14,0.45,12,42,Wiraswasta,29,Medan,0
CIF-015627,"Rudi Saputra",9410845,0.21,0.51,8,52,PNS,39,Medan,0
CIF-015628,"Endang Suryono",7916412,0.46,0.09,7,19,Buruh,25,Bandung,0
CIF-015629,"Dedi Nasution",557557,0.29,0.44,8,13,Buruh,27,Bandung,0
CIF-015630,"Lestari Setiawan",6297228,0.54,0.56,5,16,Buruh,64,Jakarta,0
CIF-015631,"Surya Utami",1367184,0.39,0.23,14,45,PNS,31,Bandung,1
CIF-015632,"Mega Santoso",7813787,0.12,0.07,4,32,PNS,36,Jakarta,0
CIF-015633,"Bayu Lestari",6711992,0.46,0.45,7,49,Wiraswasta,64,Jakarta,0
CIF-015634,"Dian Firmansyah",5215115,0.24,0.34,12,50,Wiraswasta,50,Jakarta,0
CIF-015635,"Fajar Wijaya",13040532,0.3,0.12,6,14,Buruh,27,Bandung,0
CIF-015636,"Maya Siregar",8626061,0.06,0.17,5,33,Wiraswasta,26,Surabaya,0
CIF-015637,"Reza Gunawan",8612796,0.11,0.41,10,39,Buruh,37,Bandung,0
CIF-015638,"Fitri Kusuma",6022127,0.54,0.5,8,24,PNS,63,Jakarta,0
CIF-015639,"Aris Wibowo",6402613,0.46,0.11,6,34,PNS,63,Jakarta,1
CIF-015640,"Wulan Hartono",10251659,0.21,0.17,8,25,Wiraswasta,44,Jakarta,0
CIF-015641,"Budi Pratama",8199185,0.29,0.58,8,36,PNS,25,Jakarta,0
CIF-015642,"Siti Nugroho",5570682,0.44,0.54,9,18,Wiraswasta,44,Jakarta,1
CIF-015643,"Agus Permana",14179338,0.38,0.27,6,24,Wiraswasta,38,Jakarta,0
CIF-015644,"Dewi Hidayat",11501864,0.04,0.13,8,24,Wiraswasta,53,Medan,0
CIF-015645,"Eko Purnomo",10347815,0.27,0.13,11,51,PNS,53,Surabaya,0
CIF-015646,"Rini Susanto",2445620,0.54,0.14,9,59,PNS,48,Surabaya,0
CIF-015647,"Bambang Saputra",9437145,0.02,0.49,8,24,Buruh,25,Lainnya,1
CIF-015648,"Sri Suryono",7301210,0.35,0.41,3,22,Wiraswasta,38,Surabaya,0
CIF-015649,"Joko Nasution",500000,0.39,0.03,10,34,Wiraswasta,29,Jakarta,0
CIF-015650,"Nur Setiawan",5620933,0.16,0.47,6,33,Lainnya,37,Jakarta,0
CIF-015651,"Hendra Utami",10001769,0.48,0.52,6,56,PNS,44,Bandung,1
CIF-015652,"Tri Santoso",8852278,0.04,0.26,12,12,Lainnya,47,Jakarta,0
CIF-015653,"Ahmad Lestari",11785441,0.15,0.03,10,49,PNS,58,Jakarta,0
CIF-015654,"Ratna Firmansyah",500000,0.5,0.46,5,26,PNS,33,Surabaya,0
CIF-015655,"Wawan Wijaya",6735521,0.16,0.46,4,59,Buruh,55,Medan,0
CIF-015656,"Yuni Siregar",10558857,0.2,0.08,4,12,Wiraswasta,22,Medan,1
CIF-015657,"Rudi Gunawan",15069600,0.05,0.15,11,42,PNS,28,Bandung,1
CIF-015658,"Endang Kusuma",8665722,0.33,0.48,7,15,PNS,30,Surabaya,0
CIF-015659,"Dedi Wibowo",8085855,0.27,0.13,8,18,Lainnya,35,Jakarta,0
CIF-015660,"Lestari Hartono",1767090,0.33,0.05,2,37,PNS,52,Surabaya,0
CIF-015661,"Surya Pratama",7451081,0.48,0.14,9,14,Wiraswasta,56,Bandung,1
CIF-015662,"Mega Nugroho",5415959,0.43,0.15,2,29,Wiraswasta,26,Lainnya,0
CIF-015663,"Bayu Permana",5216274,0.22,0.36,4,55,PNS,49,Jakarta,0
CIF-015664,"Dian Hidayat",8651121,0.44,0.06,7,14,Wiraswasta,26,Surabaya,0
CIF-015665,"Fajar Purnomo",5925946,0.52,0.32,8,31,Buruh,35,Surabaya,0
CIF-015666,"Maya Susanto",10931375,0.4,0.58,7,38,Wiraswasta,37,Bandung,0
CIF-015667,"Reza Saputra",2231076,0.26,0.49,12,55,Buruh,29,Bandung,1
CIF-015668,"Fitri Suryono",7126514,0.19,0.54,13,58,PNS,53,Jakarta,0
CIF-015669,"Aris Nasution",11077627,0.4,0.3,9,39,Buruh,38,Jakarta,0
CIF-015670,"Wulan Setiawan",13935131,0.06,0.09,11,48,PNS,63,Bandung,0
CIF-015671,"Budi Utami",500000,0.29,0.52,9,32,PNS,27,Jakarta,0
CIF-015672,"Siti Santoso",9470304,0.52,0.38,5,36,Buruh,49,Lainnya,0
CIF-015673,"Agus Lestari",500000,0.48,0.39,7,51,PNS,62,Bandung,0
CIF-015674,"Dewi Firmansyah",13183523,0.09,0.07,10,52,Lainnya,64,Medan,1
CIF-015675,"Eko Wijaya",12783020,0.43,0.38,4,42,PNS,64,Lainnya,0
CIF-015676,"Rini Siregar",7234064,0.39,0.41,9,59,Wiraswasta,27,Jakarta,0
CIF-015677,"Bambang Gunawan",17564270,0.09,0.24,6,33,PNS,49,Jakarta,0
CIF-015678,"Sri Kusuma",6808430,0.42,0.17,10,39,PNS,51,Bandung,0
CIF-015679,"Joko Wibowo",12667668,0.38,0.03,5,30,Wiraswasta,32,Jakarta,0
CIF-015680,"Nur Hartono",1774264,0.48,0.07,5,36,PNS,60,Jakarta,0
CIF-015681,"Hendra Pratama",500000,0.11,0.5,7,57,Lainnya,22,Medan,0
CIF-015682,"Tri Nugroho",17573184,0.49,0.23,9,28,Wiraswasta,44,Lainnya,1
CIF-015683,"Ahmad Permana",14000535,0.15,0.2,9,37,Buruh,29,Lainnya,0
CIF-015684,"Ratna Hidayat",8033462,0.07,0.23,14,26,Wiraswasta,40,Bandung,0
CIF-015685,"Wawan Purnomo",4617310,0.01,0.05,7,45,Wiraswasta,44,Surabaya,0
CIF-015686,"Yuni Susanto",12873999,0.15,0.51,5,38,PNS,25,Medan,0
CIF-015687,"Rudi Saputra",2547564,0.08,0.51,7,30,Wiraswasta,22,Jakarta,0
CIF-015688,"Endang Suryono",7654523,0.47,0.3,5,37,Buruh,36,Jakarta,0
CIF-015689,"Dedi Nasution",12926024,0.39,0.31,7,56,PNS,33,Surabaya,0
CIF-015690,"Lestari Setiawan",10843468,0.11,0.16,5,36,Wiraswasta,54,Medan,0
CIF-015691,"Surya Utami",7755945,0.17,0.33,7,12,Wiraswasta,49,Lainnya,0
CIF-015692,"Mega Santoso",10351297,0.05,0.43,11,28,PNS,62,Surabaya,0
CIF-015693,"Bayu Lestari",10874806,0.17,0.17,5,59,Buruh,22,Surabaya,0
CIF-015694,"Dian Firmansyah",13522926,0.37,0.16,14,45,Buruh,49,Jakarta,0
CIF-015695,"Fajar Wijaya",19081223,0.14,0.07,14,57,PNS,28,Surabaya,1
CIF-015696,"Maya Siregar",5676919,0.39,0.08,12,59,Buruh,54,Surabaya,0
CIF-015697,"Reza Gunawan",1664241,0.09,0.04,9,12,Buruh,34,Surabaya,0
CIF-015698,"Fitri Kusuma",11849838,0.2,0.26,6,41,PNS,62,Surabaya,1
CIF-015699,"Aris Wibowo",9131188,0.29,0.25,14,58,Wiraswasta,52,Jakarta,1
CIF-015700,"Wulan Hartono",15427729,0.1,0.35,6,41,PNS,44,Lainnya,0
CIF-015701,"Budi Pratama",10928126,0.53,0.03,10,34,PNS,58,Jakarta,1
CIF-015702,"Siti Nugroho",1646631,0.59,0.34,9,50,Wiraswasta,64,Bandung,0
CIF-015703,"Agus Permana",2833077,0.31,0.51,7,28,PNS,31,Jakarta,0
CIF-015704,"Dewi Hidayat",3393045,0.24,0.22,7,25,Wiraswasta,62,Jakarta,0
CIF-015705,"Eko Purnomo",12437290,0.49,0.32,6,30,PNS,22,Lainnya,0
CIF-015706,"Rini Susanto",7122893,0.3,0.26,8,48,Wiraswasta,57,Bandung,0
CIF-015707,"Bambang Saputra",11195946,0.56,0.28,7,13,Buruh,25,Lainnya,0
CIF-015708,"Sri Suryono",13225019,0.18,0.55,7,15,Wiraswasta,53,Jakarta,0
CIF-015709,"Joko Nasution",4864840,0.46,0.02,3,26,Wiraswasta,45,Jakarta,1
CIF-015710,"Nur Setiawan",4194211,0.33,0.33,10,39,PNS,28,Jakarta,0
CIF-015711,"Hendra Utami",16933743,0.32,0.06,13,59,PNS,23,Jakarta,0
CIF-015712,"Tri Santoso",9380207,0.46,0.22,6,49,Buruh,57,Jakarta,0
CIF-015713,"Ahmad Lestari",542166,0.05,0.51,11,52,Wiraswasta,58,Jakarta,0
CIF-015714,"Ratna Firmansyah",7542334,0.02,0.09,10,12,Lainnya,41,Jakarta,0
CIF-015715,"Wawan Wijaya",9129254,0.02,0.1,7,26,Wiraswasta,34,Jakarta,0
CIF-015716,"Yuni Siregar",4545141,0.49,0.36,4,36,Lainnya,63,Bandung,0
CIF-015717,"Rudi Gunawan",10605320,0.19,0.21,10,55,Wiraswasta,41,Surabaya,0
CIF-015718,"Endang Kusuma",13938676,0.06,0.53,5,56,Buruh,51,Medan,0
CIF-015719,"Dedi Wibowo",7461336,0.08,0.43,4,21,Buruh,35,Jakarta,0
CIF-015720,"Lestari Hartono",10653711,0.15,0.36,7,30,PNS,42,Bandung,0
CIF-015721,"Surya Pratama",7849802,0.37,0.35,12,37,PNS,53,Bandung,0
CIF-015722,"Mega Nugroho",8380970,0.41,0.54,10,15,PNS,56,Surabaya,0
CIF-015723,"Bayu Permana",13594356,0.59,0.19,7,23,Buruh,60,Jakarta,0
CIF-015724,"Dian Hidayat",12392585,0.55,0.56,11,20,Lainnya,50,Jakarta,1
CIF-015725,"Fajar Purnomo",14094956,0.54,0.05,10,14,PNS,31,Lainnya,1
CIF-015726,"Maya Susanto",7960866,0.11,0.07,7,17,PNS,57,Jakarta,0
CIF-015727,"Reza Saputra",7784797,0.02,0.31,8,16,PNS,28,Jakarta,1
CIF-015728,"Fitri Suryono",1234893,0.46,0.28,10,44,Lainnya,52,Medan,0
CIF-015729,"Aris Nasution",10921238,0.16,0.21,4,16,PNS,56,Jakarta,0
CIF-015730,"Wulan Setiawan",15469318,0.45,0.39,3,15,Wiraswasta,54,Bandung,0
CIF-015731,"Budi Utami",6216303,0.25,0.55,7,17,Wiraswasta,36,Surabaya,0
CIF-015732,"Siti Santoso",14251744,0.26,0.49,9,36,Wiraswasta,46,Lainnya,0
CIF-015733,"Agus Lestari",6035602,0.39,0.53,6,30,Buruh,38,Bandung,0
CIF-015734,"Dewi Firmansyah",2471151,0.38,0.28,3,59,PNS,38,Jakarta,0
CIF-015735,"Eko Wijaya",11268017,0.08,0.1,8,20,Wiraswasta,47,Medan,0
CIF-015736,"Rini Siregar",13765458,0.28,0.39,13,56,PNS,62,Surabaya,0
CIF-015737,"Bambang Gunawan",8067999,0.59,0.07,9,39,PNS,37,Surabaya,0
CIF-015738,"Sri Kusuma",8116652,0.44,0.54,7,21,PNS,32,Surabaya,0
CIF-015739,"Joko Wibowo",500000,0.35,0.46,7,35,Wiraswasta,48,Lainnya,0
CIF-015740,"Nur Hartono",5723368,0.33,0.13,8,13,Buruh,52,Bandung,0
CIF-015741,"Hendra Pratama",2101347,0.23,0.23,4,30,PNS,47,Surabaya,0
CIF-015742,"Tri Nugroho",10119639,0.11,0.54,9,30,PNS,43,Bandung,0
CIF-015743,"Ahmad Permana",11560053,0.46,0.57,7,52,Buruh,44,Jakarta,1
CIF-015744,"Ratna Hidayat",5648573,0.51,0.47,6,30,Buruh,37,Jakarta,0
CIF-015745,"Wawan Purnomo",9840251,0.15,0.4,4,28,Wiraswasta,31,Surabaya,0
CIF-015746,"Yuni Susanto",2825472,0.03,0.19,10,59,Wiraswasta,63,Lainnya,0
CIF-015747,"Rudi Saputra",4264914,0.05,0.47,7,53,PNS,64,Bandung,0
CIF-015748,"Endang Suryono",12482671,0.47,0.56,7,40,Buruh,34,Jakarta,0
CIF-015749,"Dedi Nasution",3093464,0.46,0.2,10,13,PNS,22,Lainnya,0
CIF-015750,"Lestari Setiawan",11343216,0.33,0.42,9,38,Wiraswasta,29,Medan,0
CIF-015751,"Surya Utami",4353583,0.27,0.55,13,14,Buruh,46,Surabaya,0
CIF-015752,"Mega Santoso",5388568,0.03,0.34,8,25,Wiraswasta,31,Bandung,1
CIF-015753,"Bayu Lestari",4786886,0.38,0.58,8,45,PNS,53,Jakarta,0
CIF-015754,"Dian Firmansyah",9033229,0.09,0.37,5,38,Wiraswasta,64,Bandung,0
CIF-015755,"Fajar Wijaya",14325295,0.42,0.39,7,56,PNS,56,Surabaya,0
CIF-015756,"Maya Siregar",8043146,0.28,0.5,10,32,Wiraswasta,50,Lainnya,1
CIF-015757,"Reza Gunawan",5533186,0.59,0.25,8,15,Buruh,56,Surabaya,0
CIF-015758,"Fitri Kusuma",3276040,0.48,0.11,11,30,Lainnya,49,Jakarta,0
CIF-015759,"Aris Wibowo",7908104,0.23,0.56,10,59,Wiraswasta,51,Lainnya,1
CIF-015760,"Wulan Hartono",11274885,0.24,0.59,9,30,Wiraswasta,43,Surabaya,0
CIF-015761,"Budi Pratama",12459571,0.32,0.59,7,17,PNS,34,Surabaya,0
CIF-015762,"Siti Nugroho",9455539,0.39,0.06,10,26,Wiraswasta,22,Bandung,0
CIF-015763,"Agus Permana",4759233,0.25,0.54,3,17,Wiraswasta,59,Jakarta,0
CIF-015764,"Dewi Hidayat",4643593,0.07,0.57,7,50,Buruh,39,Lainnya,0
CIF-015765,"Eko Purnomo",13917520,0.19,0.1,3,13,Lainnya,26,Surabaya,0
CIF-015766,"Rini Susanto",4230492,0.52,0.12,7,32,Wiraswasta,61,Jakarta,0
CIF-015767,"Bambang Saputra",5323434,0.05,0.55,1,20,PNS,41,Bandung,0
CIF-015768,"Sri Suryono",5997690,0.12,0.27,9,29,PNS,30,Bandung,0
CIF-015769,"Joko Nasution",8038275,0.42,0.58,6,31,Wiraswasta,29,Bandung,1
CIF-015770,"Nur Setiawan",500000,0.14,0.4,6,33,Buruh,52,Jakarta,0
CIF-015771,"Hendra Utami",12371152,0.15,0.18,5,16,PNS,23,Surabaya,0
CIF-015772,"Tri Santoso",6717190,0.54,0.19,9,46,Lainnya,44,Bandung,0
CIF-015773,"Ahmad Lestari",5713900,0.36,0.21,12,12,Buruh,64,Jakarta,0
CIF-015774,"Ratna Firmansyah",9132786,0.43,0.46,7,54,PNS,64,Jakarta,0
CIF-015775,"Wawan Wijaya",14095374,0.03,0.57,4,41,PNS,51,Surabaya,0
CIF-015776,"Yuni Siregar",5635559,0.2,0.07,7,19,Lainnya,45,Jakarta,1
CIF-015777,"Rudi Gunawan",8701888,0.13,0.57,6,40,Buruh,29,Surabaya,0
CIF-015778,"Endang Kusuma",10012462,0.49,0.54,7,47,Buruh,50,Jakarta,0
CIF-015779,"Dedi Wibowo",17335202,0.37,0.05,9,47,Lainnya,50,Surabaya,0
CIF-015780,"Lestari Hartono",8821479,0.2,0.53,6,57,PNS,23,Jakarta,0
CIF-015781,"Surya Pratama",4012901,0.4,0.45,17,24,Buruh,56,Jakarta,0
CIF-015782,"Mega Nugroho",12282696,0.36,0.49,9,28,Wiraswasta,24,Jakarta,0
CIF-015783,"Bayu Permana",17343847,0.57,0.51,12,55,Wiraswasta,32,Medan,1
CIF-015784,"Dian Hidayat",14064447,0.16,0.37,13,22,Buruh,60,Lainnya,1
CIF-015785,"Fajar Purnomo",14913888,0.34,0.27,7,25,Lainnya,62,Lainnya,0
CIF-015786,"Maya Susanto",7851692,0.07,0.38,5,28,Wiraswasta,60,Surabaya,0
CIF-015787,"Reza Saputra",7414968,0.14,0.18,3,47,PNS,56,Jakarta,0
CIF-015788,"Fitri Suryono",11882667,0.49,0.15,11,40,Wiraswasta,41,Lainnya,1
CIF-015789,"Aris Nasution",6936024,0.04,0.11,10,30,Buruh,31,Bandung,0
CIF-015790,"Wulan Setiawan",4315816,0.19,0.28,9,50,Wiraswasta,30,Jakarta,0
CIF-015791,"Budi Utami",15987588,0.19,0.52,15,40,PNS,64,Jakarta,1
CIF-015792,"Siti Santoso",13338451,0.42,0.34,11,52,Lainnya,26,Jakarta,0
CIF-015793,"Agus Lestari",11107927,0.43,0.29,12,53,Buruh,33,Medan,0
CIF-015794,"Dewi Firmansyah",8238541,0.18,0.53,12,27,Buruh,51,Jakarta,0
CIF-015795,"Eko Wijaya",2398783,0.58,0.57,9,56,Wiraswasta,40,Surabaya,0
CIF-015796,"Rini Siregar",8235896,0.36,0.35,4,44,PNS,52,Surabaya,0
CIF-015797,"Bambang Gunawan",3315252,0.53,0.21,4,29,PNS,32,Jakarta,0
CIF-015798,"Sri Kusuma",2645567,0.24,0.14,12,50,Wiraswasta,45,Medan,0
CIF-015799,"Joko Wibowo",2328635,0.28,0.55,5,31,Wiraswasta,52,Lainnya,0
CIF-015800,"Nur Hartono",16651931,0.18,0.41,4,18,Buruh,38,Bandung,0
CIF-015801,"Hendra Pratama",1290329,0.58,0.17,10,30,Lainnya,39,Surabaya,0
CIF-015802,"Tri Nugroho",1454681,0.34,0.38,4,34,Wiraswasta,48,Surabaya,0
CIF-015803,"Ahmad Permana",3996631,0.27,0.54,8,19,PNS,56,Jakarta,0
CIF-015804,"Ratna Hidayat",8742310,0.14,0.08,11,58,Wiraswasta,59,Jakarta,0
CIF-015805,"Wawan Purnomo",11368062,0.01,0.2,8,13,Buruh,48,Surabaya,0
CIF-015806,"Yuni Susanto",9759385,0.37,0.34,9,49,PNS,42,Jakarta,0
CIF-015807,"Rudi Saputra",4363496,0.19,0.07,10,47,Wiraswasta,57,Jakarta,0
CIF-015808,"Endang Suryono",14248156,0.37,0.29,9,54,Wiraswasta,28,Bandung,0
CIF-015809,"Dedi Nasution",11582382,0.48,0.35,9,27,Buruh,25,Jakarta,1
CIF-015810,"Lestari Setiawan",5335298,0.04,0.41,8,39,Lainnya,44,Jakarta,1
CIF-015811,"Surya Utami",5359367,0.24,0.41,7,20,PNS,50,Jakarta,0
CIF-015812,"Mega Santoso",3849925,0.4,0.21,8,55,Buruh,51,Bandung,0
CIF-015813,"Bayu Lestari",8221759,0.4,0.09,10,16,PNS,46,Bandung,0
CIF-015814,"Dian Firmansyah",500000,0.25,0.26,6,18,PNS,63,Jakarta,0
CIF-015815,"Fajar Wijaya",9377520,0.35,0.4,2,16,Wiraswasta,58,Jakarta,0
CIF-015816,"Maya Siregar",16063751,0.33,0.53,7,28,Wiraswasta,60,Surabaya,0
CIF-015817,"Reza Gunawan",10258464,0.47,0.23,7,45,Buruh,43,Jakarta,1
CIF-015818,"Fitri Kusuma",6265122,0.14,0.54,4,54,Wiraswasta,39,Surabaya,0
CIF-015819,"Aris Wibowo",14672458,0.26,0.39,12,19,PNS,35,Lainnya,0
CIF-015820,"Wulan Hartono",5560893,0.03,0.49,14,46,Wiraswasta,28,Jakarta,0
CIF-015821,"Budi Pratama",6947832,0.04,0.43,3,16,Wiraswasta,55,Bandung,0
CIF-015822,"Siti Nugroho",16301112,0.55,0.28,6,16,PNS,52,Jakarta,0
CIF-015823,"Agus Permana",8903790,0.13,0.52,12,28,PNS,60,Bandung,1
CIF-015824,"Dewi Hidayat",1178014,0.02,0.59,12,55,PNS,56,Bandung,1
CIF-015825,"Eko Purnomo",9177245,0.47,0.05,11,52,Wiraswasta,24,Bandung,0
CIF-015826,"Rini Susanto",500000,0.22,0.35,12,12,PNS,63,Lainnya,1
CIF-015827,"Bambang Saputra",3929023,0.15,0.12,6,21,Lainnya,22,Jakarta,0
CIF-015828,"Sri Suryono",11826246,0.37,0.32,14,52,Buruh,31,Jakarta,0
CIF-015829,"Joko Nasution",9818744,0.36,0.05,7,12,Buruh,26,Bandung,0
CIF-015830,"Nur Setiawan",14790691,0.37,0.06,9,45,Buruh,44,Jakarta,0
CIF-015831,"Hendra Utami",2526856,0.58,0.4,4,49,PNS,42,Jakarta,0
CIF-015832,"Tri Santoso",7558758,0.05,0.35,2,42,PNS,31,Jakarta,0
CIF-015833,"Ahmad Lestari",6055776,0.32,0.33,7,54,PNS,54,Lainnya,0
CIF-015834,"Ratna Firmansyah",8553354,0.41,0.06,7,54,Lainnya,44,Jakarta,0
CIF-015835,"Wawan Wijaya",2147683,0.4,0.38,15,32,PNS,25,Surabaya,0
CIF-015836,"Yuni Siregar",6739069,0.15,0.43,11,35,Buruh,51,Surabaya,0
CIF-015837,"Rudi Gunawan",6184356,0.44,0.57,11,33,PNS,28,Bandung,1
CIF-015838,"Endang Kusuma",17642100,0.21,0.37,7,34,Lainnya,31,Bandung,0
CIF-015839,"Dedi Wibowo",4578058,0.57,0.39,6,51,Buruh,35,Surabaya,0
CIF-015840,"Lestari Hartono",8373281,0.25,0.15,11,21,Wiraswasta,41,Jakarta,1
CIF-015841,"Surya Pratama",4768015,0.31,0.25,6,59,Buruh,51,Medan,0
CIF-015842,"Mega Nugroho",7916720,0.47,0.52,8,18,PNS,28,Jakarta,0
CIF-015843,"Bayu Permana",17493471,0.16,0.5,12,29,Wiraswasta,28,Bandung,1
CIF-015844,"Dian Hidayat",5448558,0.55,0.12,3,17,Lainnya,58,Jakarta,0
CIF-015845,"Fajar Purnomo",1179624,0.51,0.21,9,36,PNS,49,Bandung,0
CIF-015846,"Maya Susanto",9186731,0.22,0.36,12,58,Buruh,50,Medan,0
CIF-015847,"Reza Saputra",9959067,0.2,0.16,10,44,Wiraswasta,44,Medan,1
CIF-015848,"Fitri Suryono",5320139,0.27,0.15,4,42,Wiraswasta,50,Jakarta,0
CIF-015849,"Aris Nasution",8845023,0.42,0.11,9,30,Wiraswasta,39,Bandung,0
CIF-015850,"Wulan Setiawan",12498947,0.41,0.5,2,19,PNS,41,Lainnya,0
CIF-015851,"Budi Utami",4256933,0.22,0.27,6,40,Wiraswasta,40,Jakarta,0
CIF-015852,"Siti Santoso",15579575,0.08,0.57,7,16,Buruh,58,Jakarta,0
CIF-015853,"Agus Lestari",7961042,0.39,0.28,9,59,PNS,43,Bandung,0
CIF-015854,"Dewi Firmansyah",7670514,0.41,0.58,8,24,Buruh,46,Surabaya,0
CIF-015855,"Eko Wijaya",3165645,0.5,0.03,8,24,Wiraswasta,61,Jakarta,0
CIF-015856,"Rini Siregar",12960332,0.53,0.05,7,12,PNS,44,Jakarta,0
CIF-015857,"Bambang Gunawan",8157926,0.23,0.34,5,47,PNS,45,Jakarta,0
CIF-015858,"Sri Kusuma",903817,0.46,0.35,7,51,PNS,24,Bandung,0
CIF-015859,"Joko Wibowo",11547765,0.5,0.5,3,35,Buruh,59,Surabaya,0
CIF-015860,"Nur Hartono",6587379,0.24,0.5,9,50,Wiraswasta,58,Jakarta,0
CIF-015861,"Hendra Pratama",10750367,0.09,0.31,13,55,Wiraswasta,58,Surabaya,0
CIF-015862,"Tri Nugroho",9316565,0.2,0.25,7,34,PNS,61,Jakarta,0
CIF-015863,"Ahmad Permana",5262163,0.5,0.04,7,43,PNS,41,Bandung,0
CIF-015864,"Ratna Hidayat",5751464,0.38,0.21,10,14,Lainnya,26,Medan,1
CIF-015865,"Wawan Purnomo",8385638,0.44,0.18,7,29,PNS,24,Surabaya,1
CIF-015866,"Yuni Susanto",7113078,0.47,0.09,13,38,PNS,34,Bandung,0
CIF-015867,"Rudi Saputra",6718861,0.17,0.39,8,54,Wiraswasta,37,Bandung,0
CIF-015868,"Endang Suryono",8805690,0.23,0.31,10,19,Wiraswasta,54,Jakarta,0
CIF-015869,"Dedi Nasution",2800284,0.19,0.55,11,31,Buruh,51,Medan,0
CIF-015870,"Lestari Setiawan",13096350,0.43,0.55,9,37,Buruh,37,Jakarta,1
CIF-015871,"Surya Utami",3364663,0.49,0.4,10,27,PNS,49,Surabaya,1
CIF-015872,"Mega Santoso",9512123,0.44,0.29,9,35,PNS,22,Surabaya,1
CIF-015873,"Bayu Lestari",3201908,0.4,0.37,6,42,PNS,23,Lainnya,1
CIF-015874,"Dian Firmansyah",7804698,0.02,0.44,7,28,Wiraswasta,55,Bandung,0
CIF-015875,"Fajar Wijaya",1725474,0.12,0.51,8,56,Wiraswasta,52,Jakarta,0
CIF-015876,"Maya Siregar",4864968,0.36,0.34,14,24,Wiraswasta,26,Lainnya,0
CIF-015877,"Reza Gunawan",14596489,0.55,0.28,12,58,Wiraswasta,50,Lainnya,1
CIF-015878,"Fitri Kusuma",7813875,0.25,0.41,8,33,Lainnya,35,Lainnya,0
CIF-015879,"Aris Wibowo",6523269,0.59,0.26,8,26,PNS,43,Jakarta,0
CIF-015880,"Wulan Hartono",14019445,0.29,0.05,4,17,Buruh,35,Surabaya,0
CIF-015881,"Budi Pratama",1724171,0.26,0.37,7,51,PNS,60,Jakarta,0
CIF-015882,"Siti Nugroho",500000,0.53,0.44,7,50,Wiraswasta,63,Jakarta,0
CIF-015883,"Agus Permana",11174645,0.09,0.07,4,12,PNS,22,Surabaya,0
CIF-015884,"Dewi Hidayat",3378808,0.05,0.44,5,20,PNS,34,Bandung,0
CIF-015885,"Eko Purnomo",1732450,0.49,0.11,8,57,Wiraswasta,34,Jakarta,0
CIF-015886,"Rini Susanto",500000,0.02,0.22,9,56,Buruh,37,Surabaya,0
CIF-015887,"Bambang Saputra",14231942,0.59,0.28,6,33,Buruh,44,Surabaya,0
CIF-015888,"Sri Suryono",7431504,0.47,0.1,7,15,PNS,59,Surabaya,0
CIF-015889,"Joko Nasution",10088039,0.4,0.13,9,26,Lainnya,63,Surabaya,0
CIF-015890,"Nur Setiawan",13282209,0.23,0.17,6,16,Buruh,30,Jakarta,0
CIF-015891,"Hendra Utami",2942297,0.57,0.33,11,27,PNS,32,Lainnya,0
CIF-015892,"Tri Santoso",1798490,0.16,0.33,9,56,Wiraswasta,31,Lainnya,0
CIF-015893,"Ahmad Lestari",677558,0.54,0.22,8,57,Wiraswasta,27,Jakarta,0
CIF-015894,"Ratna Firmansyah",8562543,0.35,0.57,8,24,Wiraswasta,56,Surabaya,1
CIF-015895,"Wawan Wijaya",9115317,0.49,0.48,6,28,Wiraswasta,37,Surabaya,0
CIF-015896,"Yuni Siregar",6096842,0.04,0.56,11,58,Wiraswasta,39,Jakarta,0
CIF-015897,"Rudi Gunawan",12364713,0.45,0.35,12,49,Lainnya,55,Lainnya,1
CIF-015898,"Endang Kusuma",8117030,0.47,0.29,15,18,Wiraswasta,55,Jakarta,0
CIF-015899,"Dedi Wibowo",11316013,0.52,0.54,8,42,Buruh,31,Surabaya,0
CIF-015900,"Lestari Hartono",500000,0.14,0.1,11,22,Wiraswasta,62,Bandung,0
CIF-015901,"Surya Pratama",1891023,0.25,0.11,13,28,Wiraswasta,26,Jakarta,0
